broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit,test_mention,nearest_train_mention,proximity,bin
profession,3,8610,politicians and high-ranking officials,France,le Sinn Féin,unseen,unseen,0.9975333,1,1,1,le Sinn Féin,"des députés godillots de l'UNR puis de l'UDR, le parti gaulliste",0.6296401,Q1
profession,3,8620,journalists,France,des journalistes en déambulation dans les quartiers populaires,partial,partial,0.99551976,1,1,1,des journalistes en déambulation dans les quartiers populaires,mitreisende Journalisten,0.81465536,Q3
profession,3,8644,politicians and high-ranking officials,France,du Parti communiste arménien dans les années 70-80,partial,partial,0.9942583,1,1,1,du Parti communiste arménien dans les années 70-80,des créateurs du premier parti anticommuniste du pays avant Solidarnosc,0.72692263,Q2
profession,3,8646,athletes,France,des athlètes des pays de l’Est,partial,partial,0.9938472,1,0,1,des athlètes des pays de l’Est,der Athleten,0.8432504,Q3
profession,3,8662,politicians and high-ranking officials,France,Perú libre,unseen,unseen,0.01088569,0,0,0,Perú libre,der Freien Wähler,0.48907423,Q1
profession,3,8674,politicians and high-ranking officials,France,ceux d’en haut,no_content,no_content,0.98528415,1,1,1,ceux d’en haut,les élus,0.7642149,
profession,3,8688,other professions,France,les assureurs,seen,seen,0.007786808,0,0,0,les assureurs,les assureurs,0.9999999,seen
profession,3,8692,politicians and high-ranking officials,France,L’opposition,seen,seen,0.99735767,1,1,1,L’opposition,l’opposition,0.996688,seen
profession,3,8719,politicians and high-ranking officials,France,L’aile conservatrice,partial,partial,0.002930455,0,0,1,L’aile conservatrice,les conservateurs,0.8015726,Q3
profession,3,8724,politicians and high-ranking officials,France,des partis politiques,seen,seen,0.9957754,1,1,1,des partis politiques,les partis politiques,0.99530303,seen
profession,3,8725,politicians and high-ranking officials,France,Le parti,seen,seen,0.9976063,1,1,1,Le parti,le parti,0.9964696,seen
profession,3,8726,politicians and high-ranking officials,France,des cercles dirigeants de son parti,partial,partial,0.9914274,1,1,1,des cercles dirigeants de son parti,der Parteispitze,0.837901,Q3
profession,3,8745,journalists,France,des journalistes,seen,seen,0.996609,1,1,1,des journalistes,des journalistes,0.99999994,seen
profession,3,8746,politicians and high-ranking officials,France,nos gouvernants,seen,seen,0.9773663,1,0,1,nos gouvernants,les gouverneurs,0.9399041,seen
profession,3,8754,other professions,France,les experts,seen,seen,0.9681907,1,1,0,les experts,les experts,0.99999964,seen
profession,3,8763,soldiers,France,Ses soldats,seen,seen,0.98946625,1,1,1,Ses soldats,ihre Soldaten,0.9563025,seen
profession,3,8765,other professions,France,les promoteurs,unseen,unseen,0.0015523429,0,0,0,les promoteurs,Deren Zusteller,0.790197,Q3
profession,3,8774,security forces,France,des policiers,seen,seen,0.996711,1,1,1,des policiers,des policiers,1.0000001,seen
profession,3,8805,other professions,France,des experts,seen,seen,0.9638865,1,1,1,des experts,les experts,0.9951352,seen
profession,3,8830,politicians and high-ranking officials,France,droites radicales,partial,partial,0.9967589,1,0,0,droites radicales,du Mouvement radical,0.8439944,Q3
profession,3,8850,politicians and high-ranking officials,France,d’hommes d’Etat,partial,partial,0.9693514,1,0,1,d’hommes d’Etat,der Staatsmänner,0.938089,Q5
profession,3,8886,scientists and professors,France,les meilleurs chercheurs en IA,partial,partial,0.97055006,1,1,1,les meilleurs chercheurs en IA,de futurs chercheurs,0.62479126,Q1
profession,3,8887,politicians and high-ranking officials,France,Génération Ecologie,partial,partial,0.00021581395,0,0,1,Génération Ecologie,des écologistes,0.7734127,Q2
profession,3,8888,other professions,France,les analystes,seen,seen,0.9562554,1,1,0,les analystes,les analystes,1.0000004,seen
profession,3,8897,teachers and educators,France,la direction,unseen,unseen,5.2796775e-05,0,0,0,la direction,les proviseurs,0.6966659,Q2
profession,3,8932,politicians and high-ranking officials,France,LR,seen,seen,0.99756205,1,1,1,LR,LR,0.9999999,seen
profession,3,8934,farmers and fishermen,France,"Syndilait, organisation professionnelle regroupant les fabricants de lait",partial,partial,0.005211852,0,0,0,"Syndilait, organisation professionnelle regroupant les fabricants de lait","les producteurs de lait, de porc, de viande bovine",0.58292484,Q1
profession,3,8940,soldiers,France,aux planificateurs militaires,partial,partial,0.9248737,1,1,1,aux planificateurs militaires,de militaires,0.8112341,Q3
profession,3,8949,authors and artists,France,"des dessinateurs serrés, cassés, tendus, précis jusqu'à la cruauté, et naturellement enclins au fantastique",partial,partial,0.9530814,1,0,1,"des dessinateurs serrés, cassés, tendus, précis jusqu'à la cruauté, et naturellement enclins au fantastique",eine ganze Riege illus­trer Hobbymaler,0.67887205,Q1
profession,3,8955,security forces,France,de policiers,seen,seen,0.95923686,1,1,1,de policiers,de policiers,0.9999999,seen
profession,3,8974,soldiers,France,ces soldats,seen,seen,0.9954401,1,1,1,ces soldats,leurs soldats,0.9675641,seen
profession,3,9001,health and care professionals,France,les soignants,partial,partial,0.5306045,1,0,1,les soignants,Pfleger,0.87901354,Q4
profession,3,9005,politicians and high-ranking officials,France,""" les communist",partial,partial,0.0016323661,0,1,1,les communist,des communistes,0.9817263,Q5
profession,3,9007,politicians and high-ranking officials,France,du parti radical,partial,partial,0.64481616,1,1,1,du parti radical,die verfeindeten Parteiflügel,0.8001949,Q3
profession,3,9028,politicians and high-ranking officials,France,des ministres,seen,seen,0.9962281,1,0,1,des ministres,aux ministres,0.98765486,seen
profession,3,9032,politicians and high-ranking officials,France,des sénateurs et représentants,partial,partial,0.994747,1,0,1,des sénateurs et représentants,Les sénateu,0.9127156,Q5
profession,3,9038,athletes,France,un banc de joueurs aptes et frais,partial,partial,0.9913668,1,1,1,un banc de joueurs aptes et frais,Handikap-Spieler,0.74789226,Q2
profession,3,9048,sex workers,France,les prostitués,seen,seen,0.9860641,1,0,1,les prostitués,Les prostituées,0.99892414,seen
profession,3,9075,politicians and high-ranking officials,France,Les jeunes élus,partial,partial,0.9821976,1,1,1,Les jeunes élus,der nächsten Politikergeneration,0.80900335,Q3
profession,3,9105,politicians and high-ranking officials,France,UMP,seen,seen,0.99762976,1,0,1,UMP,UMP,0.9999997,seen
profession,3,9134,politicians and high-ranking officials,France,du PS,seen,seen,0.99765056,1,1,1,du PS,du PS,1.0,seen
profession,3,9139,teachers and educators,France,de très bons profs,partial,partial,0.0013732787,0,0,1,de très bons profs,des enseignantes,0.8417362,Q3
profession,3,9146,politicians and high-ranking officials,France,beaucoup d'élus de droite,seen,seen,0.993335,1,1,1,beaucoup d'élus de droite,la droite,0.7956963,seen
profession,3,9170,politicians and high-ranking officials,France,les responsables communistes Parisiens,partial,partial,0.0026220034,0,0,1,les responsables communistes Parisiens,les socialistes Parisiens,0.8344702,Q3
profession,3,9171,politicians and high-ranking officials,France,du Front de gauche,partial,partial,0.99758995,1,1,1,du Front de gauche,du Parti de gauche,0.92739904,Q5
profession,3,9188,politicians and high-ranking officials,France,les partis politiques,seen,seen,0.9976076,1,1,0,les partis politiques,les partis politiques,0.9999999,seen
profession,3,9191,doctors,France,Les médecins,seen,seen,0.9426917,1,1,1,Les médecins,les médecins,0.9990401,seen
profession,3,9205,politicians and high-ranking officials,France,président,partial,partial,0.9975178,1,1,1,président,des « hommes du président,0.8363431,Q3
profession,3,9219,politicians and high-ranking officials,France,des maires de droite de l'Ouest lyonnais,partial,partial,0.99640083,1,0,1,des maires de droite de l'Ouest lyonnais,l'Association des maires de France,0.8048356,Q3
profession,3,9230,politicians and high-ranking officials,France, la droit,seen,seen,0.99708146,1,0,1,la droit,les magistrats,0.7513485,seen
profession,3,9233,doctors,France,Les médecins universitaires,partial,partial,0.98897374,1,1,1,Les médecins universitaires,les médecins,0.9139271,Q5
profession,3,9240,politicians and high-ranking officials,France,l'UMP,seen,seen,0.99750996,1,1,0,l'UMP,l'UMP,0.99999976,seen
profession,3,9242,politicians and high-ranking officials,France,LR,seen,seen,0.99716324,1,0,0,LR,LR,0.9999999,seen
profession,3,9248,politicians and high-ranking officials,France,l’UMP,seen,seen,0.9976667,1,1,1,l’UMP,l'UMP,0.99323523,seen
profession,3,9253,politicians and high-ranking officials,France,la Droite,no_content,no_content,0.96103364,1,0,1,la Droite,Die Freiheitlichen,0.79120743,
profession,3,9259,security forces,France,les policiers,seen,seen,0.9846549,1,1,1,les policiers,les policiers,0.99999994,seen
profession,3,9279,politicians and high-ranking officials,France,du PS,seen,seen,0.9975321,1,1,1,du PS,du PS,1.0,seen
profession,3,9287,politicians and high-ranking officials,France,PS,seen,seen,0.99755126,1,1,1,PS,PS,1.0000002,seen
profession,3,9290,politicians and high-ranking officials,France,tête des députés de droite à l'Assemblée,partial,partial,0.99675316,1,0,1,tête des députés de droite à l'Assemblée,les parlementaires,0.82757235,Q3
profession,3,9292,politicians and high-ranking officials,France,LREM,seen,seen,0.9971762,1,0,1,LREM,LREM,1.0,seen
profession,3,9308,politicians and high-ranking officials,France,l'UMP,seen,seen,0.9975266,1,0,1,l'UMP,l'UMP,0.99999976,seen
profession,3,9319,politicians and high-ranking officials,France,la droite,no_content,no_content,0.99763894,1,0,1,la droite,la droite,0.9999998,
profession,3,9322,politicians and high-ranking officials,France,la droite,no_content,no_content,0.9971674,1,0,1,la droite,la droite,0.9999998,
profession,3,9338,politicians and high-ranking officials,France,l’UMP,seen,seen,0.99751353,1,0,1,l’UMP,l'UMP,0.99323523,seen
profession,3,9345,politicians and high-ranking officials,France,les Verts,seen,seen,0.9975495,1,0,1,les Verts,les Verts,1.0000002,seen
profession,3,9349,legal professionals,France,les juges,seen,seen,0.95434535,1,0,1,les juges,les juges,0.9999998,seen
profession,3,9350,teachers and educators,France,les directeurs d'école,partial,partial,0.9649165,1,0,1,les directeurs d'école,die Lehrer an den der unter ihrer Aufsicht stehenden Schulen,0.94063723,Q5
profession,3,9367,politicians and high-ranking officials,France,du PS,seen,seen,0.99744344,1,1,1,du PS,du PS,1.0,seen
profession,3,9405,other professions,France,les 40 000 chauffeurs d’Uber en Grande-Bretagne,partial,partial,0.38396263,0,0,0,les 40 000 chauffeurs d’Uber en Grande-Bretagne,des chauffeurs,0.6609603,Q1
profession,3,9528,sex workers,Germany,Sexarbeiterinnen | Huren,seen | unseen,seen,0.9903604,1,0,1,Sexarbeiterinnen,der Sexarbeiterinnen,0.97936094,seen
profession,3,9529,sex workers,Germany,Prostituierte,seen,seen,0.03294914,0,0,1,Prostituierte,Prostituierte,1.0000001,seen
profession,3,9530,sex workers,Germany,der Sexarbeiter | Sexarbeiterinnen,partial | seen,seen,0.98432565,1,0,1,Sexarbeiterinnen,der Sexarbeiterinnen,0.9793607,seen
profession,3,9531,sex workers,Germany,legale Sexarbeiterinnen,seen,seen,0.9909279,1,0,1,legale Sexarbeiterinnen,legale Sexarbeiterinnen,1.0,seen
profession,3,9546,other professions,Germany,die Feuerwehrleute,seen,seen,0.9580807,1,0,1,die Feuerwehrleute,die Feuerwehrleute,1.0,seen
profession,3,9563,other professions,Germany,die Experten,seen,seen,0.9629806,1,1,0,die Experten,die Experten,1.0000001,seen
profession,3,9576,legal professionals,Germany,Die Karlsruher Richter,seen,seen,0.87779945,1,1,0,Die Karlsruher Richter,die Karlsruher Richter,0.9978043,seen
profession,3,9616,doctors,Germany,beim Arzt,seen,seen,0.8528442,1,0,0,beim Arzt,dem Hausarzt,0.93976533,seen
real_estate_ownership,3,3019,homeless,France,"de Français sans abri, victimes du chômage, de la pauvreté, de l'exclusion",partial,partial,0.75972897,1,0,1,"de Français sans abri, victimes du chômage, de la pauvreté, de l'exclusion",des sans-abri,0.71399444,Q2
real_estate_ownership,3,4170,real-estate owners,France,les propriétaires privés,seen,seen,0.977995,1,1,1,les propriétaires privés,les propriétaires privés,1.0000002,seen
real_estate_ownership,3,4270,tenants,France,L'amicale des locataires du mail des Corses,partial,partial,0.97367483,1,1,1,L'amicale des locataires du mail des Corses,der Vormieter,0.5821138,Q1
real_estate_ownership,3,7074,real-estate owners,Germany,Manche Vermieter,seen,seen,0.9784399,1,1,1,Manche Vermieter,Manche Vermieter,1.0,seen
real_estate_ownership,3,7074,tenants,Germany,Mietern,seen,seen,0.97457075,1,1,1,Mietern,Mietern,0.99999994,seen
real_estate_ownership,3,7432,real-estate owners,Germany,ausländische Grundeigentümer,partial,partial,0.9778596,1,0,1,ausländische Grundeigentümer,die Grundeigentümer,0.775475,Q2
real_estate_ownership,3,9301,tenants,France,des locataires,seen,seen,0.9758814,1,1,1,des locataires,des locataires,0.9999999,seen
real_estate_ownership,3,9427,homeless,France,les sans-abri,seen,seen,0.9754778,1,0,1,les sans-abri,des sans-abri,0.99708414,seen
real_estate_ownership,3,9428,homeless,France,les SDF,seen,seen,0.9767219,1,1,1,les SDF,les SDF,0.9999999,seen
real_estate_ownership,3,9431,real-estate owners,France,aux nouveaux accédants à la propriété,seen,seen,0.43292925,0,0,1,aux nouveaux accédants à la propriété,aux accédants à la propriété,0.9531652,seen
real_estate_ownership,3,9433,real-estate owners,France,les bailleurs sans perspectives de revalorisation des loyers,partial,partial,0.9778165,1,1,1,les bailleurs sans perspectives de revalorisation des loyers,les propriétaires immobiliers,0.57807356,Q1
real_estate_ownership,3,9434,tenants,France,tous les locataires dépassant d'au moins 20 % les plafonds de ressources,partial,partial,0.977027,1,1,1,tous les locataires dépassant d'au moins 20 % les plafonds de ressources,dem Mieter,0.5304124,Q1
real_estate_ownership,3,9479,real-estate owners,France,les propriétaires bailleurs,seen,seen,0.9783927,1,1,1,les propriétaires bailleurs,les propriétaires bailleurs,0.99999994,seen
real_estate_ownership,3,9482,real-estate owners,France,tous les propriétaires bailleurs,seen,seen,0.97899365,1,1,1,tous les propriétaires bailleurs,les propriétaires bailleurs,0.88638604,seen
real_estate_ownership,3,9491,real-estate owners,France,d'une centaine de propriétaires terriens établis à Collioure (Pyrénées-Orientales) au XIIIe siècle,partial,partial,0.9785715,1,1,1,d'une centaine de propriétaires terriens établis à Collioure (Pyrénées-Orientales) au XIIIe siècle,des propriétaires terriens de la région,0.60113025,Q1
real_estate_ownership,3,9492,real-estate owners,France,des propriétaires privés,seen,seen,0.9776334,1,1,1,des propriétaires privés,des propriétaires privés,0.9999998,seen
real_estate_ownership,3,9493,real-estate owners,France,les plus gros propriétaires fonciers de Marseille,partial,partial,0.9757395,1,1,1,les plus gros propriétaires fonciers de Marseille,les grands propriétaires privés,0.63496673,Q1
real_estate_ownership,3,9497,tenants,France,des locataires | des locataires souvent exigeants,seen | partial,seen,0.96004343,1,1,1,des locataires,des locataires,0.9999999,seen
real_estate_ownership,3,9532,homeless,Germany,der Menschen ohne festen Wohnsitz,seen,seen,0.8581869,1,0,1,der Menschen ohne festen Wohnsitz,Menschen ohne festen Wohnsitz,0.97529244,seen
real_estate_ownership,3,9533,homeless,Germany,Obdachlose,seen,seen,0.9759169,1,1,1,Obdachlose,Obdachlose,1.0000005,seen
real_estate_ownership,3,9535,homeless,Germany,15 000 wohnungslose Menschen,partial,partial,0.9748,1,0,1,15 000 wohnungslose Menschen,58 000 sans-abri,0.64533526,Q1
real_estate_ownership,3,9537,homeless,Germany,Wohnungslose,partial,partial,0.97699475,1,0,1,Wohnungslose,Obdachlosen,0.97233,Q5
real_estate_ownership,3,9544,real-estate owners,Germany,Eigenheimbesitzer,partial,partial,0.64452535,1,0,1,Eigenheimbesitzer,der Wohnungseigentümer,0.9328493,Q5
real_estate_ownership,3,9546,real-estate owners,Germany,vom Hauseigentümer,seen,seen,0.9104143,1,0,1,vom Hauseigentümer,Hauseigentümer,0.93530476,seen
real_estate_ownership,3,9549,real-estate owners,Germany,der Hausbesitzer,seen,seen,0.9723255,1,0,1,der Hausbesitzer,die Hausbesitzer,0.9600973,seen
real_estate_ownership,3,9552,real-estate owners,Germany,Eigentümer von Grundstücken,seen,seen,0.9775578,1,0,1,Eigentümer von Grundstücken,die Eigentümer von Grundstücken,0.9891368,seen
real_estate_ownership,3,9556,real-estate owners,Germany,Grundbesitzer | Hauseigentümer,seen | seen,seen,0.97905916,1,0,1,Hauseigentümer,Hauseigentümer,1.0000002,seen
real_estate_ownership,3,9556,tenants,Germany,Mieter,seen,seen,0.97841454,1,1,1,Mieter,Mieter,1.0000002,seen
real_estate_ownership,3,9558,real-estate owners,Germany,Die Grundbesitzer,seen,seen,0.9771105,1,0,1,Die Grundbesitzer,die Eigentümer von Grundstücken,0.94157094,seen
real_estate_ownership,3,9563,real-estate owners,Germany,Der Vermieter,seen,seen,0.97712827,1,1,1,Der Vermieter,der Vermieter,0.9968158,seen
real_estate_ownership,3,9565,real-estate owners,Germany,die Lagervermieter | mancher Wohnungsvermieter,partial | seen,seen,0.9741097,1,0,1,mancher Wohnungsvermieter,Wohnungsvermieter,0.9487363,seen
real_estate_ownership,3,9577,real-estate owners,Germany,Immobilieneigentümer,seen,seen,0.97835493,1,0,1,Immobilieneigentümer,Immobilieneigentümer,0.9999999,seen
real_estate_ownership,3,9577,tenants,Germany,mietende Nutzer,partial,partial,0.9763217,1,0,1,mietende Nutzer,Mieter,0.69221014,Q1
real_estate_ownership,3,9581,tenants,Germany,zahlende Mieter,partial,partial,0.975706,1,1,1,zahlende Mieter,dem Mieter,0.9229989,Q5
social_deviance,3,45,extremists,Germany,mutmaßlichen Neonazis,partial,partial,0.95589453,1,0,1,mutmaßlichen Neonazis,Neonazi,0.97138405,Q5
social_deviance,3,564,"offenders, criminals, prisoners and/or accused people",Germany,Briefkastenfirmen,unseen,unseen,0.000368839,0,0,1,Briefkastenfirmen,Sparkassenkunden,0.63295615,Q1
social_deviance,3,756,"offenders, criminals, prisoners and/or accused people",Germany,Täter,seen,seen,0.9590113,1,1,0,Täter,Täter,0.9999998,seen
social_deviance,3,985,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,die Saboteure,seen,seen,0.95417863,1,1,0,die Saboteure,die Saboteure,1.0000001,seen
social_deviance,3,1089,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,die RAF | der »Nationalsozialistische Untergrund« | russische Cyberkrieger | militante Reichsbürger,seen | partial | unseen | partial,seen,0.011823774,0,0,1,die RAF,der RAF,0.9856826,seen
social_deviance,3,1239,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,des IS,seen,seen,0.9575989,1,0,1,des IS,den IS,0.9627485,seen
social_deviance,3,1239,"offenders, criminals, prisoners and/or accused people",Germany,Kriegsverbrecher,partial,partial,0.307348,0,0,1,Kriegsverbrecher,die Hauptkriegsverbrecher,0.9417063,Q5
social_deviance,3,1381,extremists,Germany,die Glaubenskrieger,unseen,unseen,0.0009214366,0,0,1,die Glaubenskrieger,certains chrétiens extrémistes,0.8120656,Q3
social_deviance,3,1381,drug addicts,Germany,Süchtige,unseen,unseen,0.9576867,1,0,1,Süchtige,Trinker,0.54595554,Q1
social_deviance,3,1434,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,IS,seen,seen,0.9585678,1,0,1,IS,den IS,0.632761,seen
social_deviance,3,1518,"offenders, criminals, prisoners and/or accused people",Germany,von Unbekannten,unseen,unseen,0.00028347765,0,0,0,von Unbekannten,den Tätern,0.6775135,Q1
social_deviance,3,1545,"offenders, criminals, prisoners and/or accused people",Germany,"eine ""Handvoll Journalisten"", die ""seit Jahrzehnten aus  unterschiedlichen, meistens kriminellen Motiven"" Desinformationen über ihn verbreiteten",partial,partial,0.038461555,0,0,0,"eine ""Handvoll Journalisten"", die ""seit Jahrzehnten aus unterschiedlichen, meistens kriminellen Motiven"" Desinformationen über ihn verbreiteten",einen Täter,0.53063095,Q1
social_deviance,3,1664,extremists,Germany,Nazi,seen,seen,0.94547427,1,0,0,Nazi,Nazi,1.0000001,seen
social_deviance,3,1815,"offenders, criminals, prisoners and/or accused people",Germany,"berechnende Taugenichtse skizziert, die alleinstehenden Männern Notlagen vor­spielen, um an Geld zu kommen",partial,partial,0.010758065,0,0,1,"berechnende Taugenichtse skizziert, die alleinstehenden Männern Notlagen vor­spielen, um an Geld zu kommen",Sparkassenkunden,0.5882634,Q1
social_deviance,3,2254,"offenders, criminals, prisoners and/or accused people",Germany,den Tätern,seen,seen,0.9586664,1,0,1,den Tätern,den Tätern,0.9999999,seen
social_deviance,3,2346,"offenders, criminals, prisoners and/or accused people",Germany,Fälscher,partial,partial,0.0005852621,0,0,1,Fälscher,Die Betrüger,0.85976833,Q4
social_deviance,3,2537,extremists,Germany,Rechtsextreme,seen,seen,0.95771843,1,0,1,Rechtsextreme,Rechtsextreme,0.9999999,seen
social_deviance,3,2756,"offenders, criminals, prisoners and/or accused people",Germany,krimineller Ausländer,partial,partial,0.95823276,1,0,1,krimineller Ausländer,ausländischen Straftätern,0.9762522,Q5
social_deviance,3,2866,extremists,Germany,der Nazis | Neonazis,seen | partial,seen,0.95815086,1,0,1,der Nazis,die Nazis,0.99406517,seen
social_deviance,3,3094,"offenders, criminals, prisoners and/or accused people",France,les casseurs,seen,seen,0.95777816,1,0,1,les casseurs,les casseurs,1.0000001,seen
social_deviance,3,3219,"offenders, criminals, prisoners and/or accused people",France,Le milieu | les dealers,partial | seen,seen,0.95984197,1,0,1,les dealers,de dealers,0.98911816,seen
social_deviance,3,3332,"offenders, criminals, prisoners and/or accused people",France,des prévenus | des détenus travestis,seen | seen,seen,0.95902646,1,1,1,des détenus travestis,des détenus travestis,1.0000001,seen
social_deviance,3,3334,"offenders, criminals, prisoners and/or accused people",France,les instigateurs des actes de violence et de dégradation dont elle a été la victime,partial,partial,0.39257902,0,0,0,les instigateurs des actes de violence et de dégradation dont elle a été la victime,des « délinquants,0.6891226,Q1
social_deviance,3,3345,"offenders, criminals, prisoners and/or accused people",France,du mineur violent | la violence juvénile,unseen | unseen,unseen,0.0011775835,0,0,1,la violence juvénile,des jeunes délinquants,0.81852674,Q3
social_deviance,3,3364,"offenders, criminals, prisoners and/or accused people",France,des casseurs en manque de cachette,partial,partial,0.9594314,1,0,1,des casseurs en manque de cachette,des casseurs,0.8635461,Q4
social_deviance,3,3599,"terrorists, rebels, revolutionaries and/or movements of armed resistance",France,Les assaillants,unseen,unseen,0.00020957773,0,0,1,Les assaillants,die Täter,0.9228818,Q5
social_deviance,3,3626,"terrorists, rebels, revolutionaries and/or movements of armed resistance",France,du FLNC-Canal historique,seen,seen,0.0001702486,0,0,1,du FLNC-Canal historique,du FLNC-Canal historique,1.0000001,seen
social_deviance,3,3699,"offenders, criminals, prisoners and/or accused people",France,de « petits voyous »,partial,partial,0.9593255,1,0,1,de « petits voyous,les petits casseurs,0.8579651,Q4
social_deviance,3,3830,extremists,France,les extrémistes,seen,seen,0.95826304,1,1,1,les extrémistes,les extrémistes,1.0,seen
social_deviance,3,3977,"offenders, criminals, prisoners and/or accused people",France,des gangsters,partial,partial,0.9586925,1,0,1,des gangsters,Gangster,0.95989376,Q5
social_deviance,3,4001,"offenders, criminals, prisoners and/or accused people",France,"Tous les prévenus | Quiconque, par maladresse, imprudence, inattention, négligence ou inobservation des règlements, aura commis involontairement un homicide ou en aura été involontairement la cause",seen | partial,seen,0.88979685,1,0,1,Tous les prévenus,les prévenus,0.9507288,seen
social_deviance,3,4265,"offenders, criminals, prisoners and/or accused people",France,des prisonniers,seen,seen,0.9580083,1,0,1,des prisonniers,Les prisonniers,0.99380416,seen
social_deviance,3,4316,"offenders, criminals, prisoners and/or accused people",France,des clandestins,partial,partial,0.00021797544,0,0,0,des clandestins,die Täter,0.8172918,Q3
social_deviance,3,4374,extremists,France,les militants anarchistes de la Confédération nationale du travail (CNT) | ce groupuscule,partial | partial,partial,0.0061549083,0,0,1,les militants anarchistes de la Confédération nationale du travail (CNT,des marxistes italiens,0.6213982,Q1
social_deviance,3,4675,"offenders, criminals, prisoners and/or accused people",France,les voleurs,seen,seen,0.9600911,1,0,1,les voleurs,les voleurs,0.9999999,seen
social_deviance,3,4859,extremists,France,les nationalistes,partial,partial,0.035845544,0,0,1,les nationalistes,der Nationalisten,0.9816245,Q5
social_deviance,3,4891,drug addicts,France,Les toxicomanes,seen,seen,0.9583594,1,1,1,Les toxicomanes,les toxicomanes,0.9971875,seen
social_deviance,3,4972,"terrorists, rebels, revolutionaries and/or movements of armed resistance",France,le FLNC,partial,partial,0.00014632744,0,0,1,le FLNC,du FLNC-Canal historique,0.69704247,Q2
social_deviance,3,5033,"terrorists, rebels, revolutionaries and/or movements of armed resistance",France,au Hamas,seen,seen,0.95795614,1,1,1,au Hamas,au Hamas,0.9999997,seen
social_deviance,3,5062,extremists,France,les nationalistes,partial,partial,0.024095703,0,0,0,les nationalistes,der Nationalisten,0.9816245,Q5
social_deviance,3,5375,"offenders, criminals, prisoners and/or accused people",France,les casseurs ou ceux qui sont venus piller se mettent à l'oeuvre,partial,partial,0.9597038,1,0,1,les casseurs ou ceux qui sont venus piller se mettent à l'oeuvre,Die Räuber,0.7947792,Q3
social_deviance,3,5450,"offenders, criminals, prisoners and/or accused people",France,de bandes d'individus | les petits dealers,partial | partial,partial,0.9568645,1,1,1,les petits dealers,de dealers,0.8811211,Q4
social_deviance,3,5460,"offenders, criminals, prisoners and/or accused people",France,ces gardiens accusés par plusieurs détenus transsexuels,partial,partial,0.958876,1,1,1,ces gardiens accusés par plusieurs détenus transsexuels,des détenus travestis,0.7670634,Q2
social_deviance,3,5601,"offenders, criminals, prisoners and/or accused people",Germany,alle Wettbetrüger,partial,partial,0.9601166,1,0,1,alle Wettbetrüger,Die Betrüger,0.737358,Q2
social_deviance,3,5734,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,NSU,seen,seen,0.00035189788,0,0,0,NSU,NSU,0.99999964,seen
social_deviance,3,6263,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,die Terroristen | Die überlebenden Mörder | Die Geiselnehmer | Palästinenser,seen | partial | partial | partial,seen,0.9499361,1,1,1,die Terroristen,die Terroristen,1.0,seen
social_deviance,3,6380,"offenders, criminals, prisoners and/or accused people",Germany,keine Camorra,unseen,unseen,0.0016808343,0,0,1,keine Camorra,keine Totschläger,0.71572745,Q2
social_deviance,3,6478,"offenders, criminals, prisoners and/or accused people",Germany,über 1000 Personen,partial,partial,0.68054616,1,0,1,über 1000 Personen,cinq cents personnes,0.6841818,Q1
social_deviance,3,6960,"offenders, criminals, prisoners and/or accused people",Germany,jugendliche Gewalttäter,partial,partial,0.95991755,1,0,1,jugendliche Gewalttäter,des jeunes délinquants,0.8621886,Q4
social_deviance,3,6964,extremists,Germany," besonders radikale Gruppe innerhalb der AfD, die sich,,Der Flügel""nennt.",partial,partial,0.027889483,0,0,1,"besonders radikale Gruppe innerhalb der AfD, die sich,,Der Flügel""nennt",des organisations extrémistes,0.80834025,Q3
social_deviance,3,7116,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,Hamas,seen,seen,0.9582705,1,1,0,Hamas,die Hamas,0.966434,seen
social_deviance,3,7224,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,NSU,seen,seen,0.00012899446,0,0,0,NSU,NSU,0.99999964,seen
social_deviance,3,7231,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany,die Terroristen,seen,seen,0.94734424,1,1,1,die Terroristen,die Terroristen,1.0,seen
social_deviance,3,7357,"offenders, criminals, prisoners and/or accused people",Germany,die Betrüger als angebliche Bankmitarbeiter | Die Beschuldigten,partial | partial,partial,0.95864064,1,0,1,Die Beschuldigten,die Angeklagten,0.96627617,Q5
social_deviance,3,7555,"offenders, criminals, prisoners and/or accused people",Germany,Übeltätern,unseen,unseen,0.95180005,1,0,1,Übeltätern,den Tätern,0.9166701,Q5
social_deviance,3,7901,"terrorists, rebels, revolutionaries and/or movements of armed resistance",Germany, Saboteuren dr,partial,partial,0.9568478,1,0,1,Saboteuren dr,der Saboteure,0.7073574,Q2
