broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit
profession,3,2272,authors and artists,Germany,gute Schauspieler,seen,seen,0.99033946,1,1,1
profession,3,2283,politicians and high-ranking officials,Germany,die SPD,seen,seen,0.9974548,1,1,1
profession,3,2344,politicians and high-ranking officials,Germany,Grüne,seen,seen,0.99742955,1,1,1
profession,3,2362,other professions,Germany,Experten,seen,seen,0.95478624,1,1,0
profession,3,2434,scientists and professors,Germany,ein Fachhochschul-Dozent | sein Kollege an der Universität,partial | partial,partial,3.5145105e-05,0,0,0
profession,3,2455,politicians and high-ranking officials,Germany,die Grünen,seen,seen,0.997693,1,1,1
profession,3,2462,soldiers,Germany,knapp 600 Soldaten aus europäischen Ländern | jene militärischen Kräfte,partial | partial,partial,0.99443275,1,1,1
profession,3,2465,politicians and high-ranking officials,Germany,der SPD,seen,seen,0.9973441,1,1,1
profession,3,2488,other professions,Germany,hundert Fachleuten und Machern,partial,partial,0.9683348,1,0,0
profession,3,2493,politicians and high-ranking officials,Germany,SPD | CDU,seen | seen,seen,0.99737644,1,1,1
profession,3,2539,politicians and high-ranking officials,Germany,der Union,seen,seen,0.9974921,1,0,1
profession,3,2540,politicians and high-ranking officials,Germany,die Minister,seen,seen,0.989641,1,0,1
profession,3,2566,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99752885,1,1,0
profession,3,2592,politicians and high-ranking officials,Germany,CDU | Grüne,seen | seen,seen,0.99754757,1,1,1
profession,3,2691,politicians and high-ranking officials,Germany,der Mächtigen,partial,partial,0.8806149,1,0,0
profession,3,2713,journalists,Germany,Journalisten,seen,seen,0.9962748,1,1,1
profession,3,2763,athletes,Germany,Alle Mannschaften,seen,seen,0.9972703,1,0,1
profession,3,2766,other professions,Germany,Experten,seen,seen,0.94589984,1,0,0
profession,3,2789,politicians and high-ranking officials,Germany,die Top-Politiker,partial,partial,0.9538318,1,1,1
profession,3,2789,soldiers,Germany,seine Soldatinnen und Soldaten,partial,partial,0.9850952,1,1,1
profession,3,2844,other professions,Germany,die westdeutschen Architekten,partial,partial,0.9650985,1,0,1
profession,3,2854,politicians and high-ranking officials,Germany,CDU,seen,seen,0.9973091,1,1,1
profession,3,2861,other professions,Germany,die Wachleute,unseen,unseen,0.93875074,1,0,0
profession,3,2881,other professions,Germany,der Meetingorganisatoren,partial,partial,0.007646297,0,0,1
profession,3,2899,politicians and high-ranking officials,France,la bureaucratie de Washington,partial,partial,0.0046081683,0,0,1
profession,3,2901,athletes,France,"aux coureurs R1, R2, D1 et D2",seen,seen,0.9940509,1,1,1
profession,3,2912,other professions,France,les analystes,seen,seen,0.9579063,1,1,1
profession,3,2921,politicians and high-ranking officials,France,les Verts | de candidats,seen | unseen,seen,0.9977042,1,0,1
profession,3,2960,security forces,France,de futurs officiers et sous-officiers,partial,partial,0.9305825,1,1,0
profession,3,2960,soldiers,France,des différents corps de l'armée,partial,partial,0.0075606355,0,0,1
profession,3,2963,authors and artists,France,les jeunes comédiens de la compagnie Crescendo,partial,partial,0.00049187214,0,0,1
profession,3,2972,politicians and high-ranking officials,France,une majorité présidentielle | l'opposition,partial | seen,seen,0.99764687,1,1,1
profession,3,2995,athletes,France,les Camblysards,unseen,unseen,0.5775909,1,0,1
profession,3,3009,other professions,France,des professionnels,seen,seen,0.024395792,0,0,0
profession,3,3028,politicians and high-ranking officials,France,Les élus locaux,seen,seen,0.9973442,1,1,1
profession,3,3053,authors and artists,France,les personnalités du show business suisse et européen,partial,partial,0.0008489144,0,0,0
profession,3,3069,athletes,France,les Picards,unseen,unseen,0.9511654,1,0,0
profession,3,3116,other professions,France,les analystes,seen,seen,0.96233726,1,1,1
profession,3,3130,doctors,France,des médecins,seen,seen,0.9836685,1,1,1
profession,3,3167,farmers and fishermen,France,aux agriculteurs,seen,seen,0.9910433,1,1,1
profession,3,3173,politicians and high-ranking officials,France,le PS,seen,seen,0.9975604,1,1,1
profession,3,3185,security forces,France,des membres de leur section police,partial,partial,0.0010418479,0,1,1
profession,3,3186,politicians and high-ranking officials,France,cette majorité,seen,seen,0.9967457,1,0,1
profession,3,3192,politicians and high-ranking officials,France,l'extrême droite,seen,seen,0.99750996,1,0,1
profession,3,3201,authors and artists,France,Les artistes,seen,seen,0.9884094,1,1,1
profession,3,3203,politicians and high-ranking officials,France,une majorité au sein du Parlemen,partial,partial,0.9973091,1,0,1
profession,3,3220,other professions,France,des sommeliers,unseen,unseen,0.025722794,0,0,1
profession,3,3236,authors and artists,France,des auteurs sans complaisance,partial,partial,0.99165756,1,0,1
profession,3,3262,legal professionals,France,aux juges,seen,seen,0.99444264,1,0,1
profession,3,3301,security forces,France,les policiers,seen,seen,0.9954034,1,1,1
profession,3,3318,soldiers,France,l'armée française dans son ensemble,partial,partial,0.0038003507,0,0,1
profession,3,3347,security forces,France,aux policiers,seen,seen,0.9956962,1,1,1
profession,3,3358,other professions,France,des hôtesses,seen,seen,0.37204227,0,0,1
profession,3,3361,politicians and high-ranking officials,France,une frange notable du parti,partial,partial,0.9965025,1,1,1
profession,3,3368,politicians and high-ranking officials,France,2 000,no_content,no_content,0.99683267,1,1,1
profession,3,3396,athletes,France,des joueurs,seen,seen,0.995103,1,1,1
profession,3,3416,politicians and high-ranking officials,France,des autres candidats de gauche,partial,partial,0.975023,1,1,1
profession,3,3421,politicians and high-ranking officials,France,politiciens,partial,partial,0.9123566,1,0,1
profession,3,3435,politicians and high-ranking officials,France,les Verts,seen,seen,0.9975472,1,0,1
profession,3,3442,authors and artists,France,des DJ du Sud,partial,partial,0.9627264,1,0,1
profession,3,3451,politicians and high-ranking officials,France,du Front national,seen,seen,0.9975569,1,0,0
profession,3,3452,politicians and high-ranking officials,France,les socialistes | six femmes têtes de liste | quatre,seen | partial | no_content,seen,0.9973072,1,1,1
profession,3,3514,athletes,France,des joueurs,seen,seen,0.99625224,1,1,1
profession,3,3533,security forces,France,les gendarmes de Chantilly | ceux de Sucy-en-Brie,partial | unseen,partial,0.9925553,1,1,1
profession,3,3533,other professions,France,d'éboueur,unseen,unseen,0.0001898334,0,0,1
profession,3,3559,politicians and high-ranking officials,France,nos plus brillants diplomates,partial,partial,0.91531783,1,0,0
profession,3,3583,politicians and high-ranking officials,France,l'opposition de gauche,partial,partial,0.9973999,1,1,1
profession,3,3584,athletes,France,les Essonniens,unseen,unseen,0.00065797503,0,0,1
profession,3,3598,scientists and professors,France,les économistes,seen,seen,0.98571277,1,1,1
profession,3,3605,security forces,France,de gendarmes,seen,seen,0.9885002,1,1,1
profession,3,3606,athletes,France,un XV plaisirois | ses entraîneurs,partial | seen,seen,0.9972535,1,0,1
profession,3,3634,other professions,France,des techniciens,seen,seen,0.9574716,1,0,1
profession,3,3638,politicians and high-ranking officials,France,des puissants de ce Monde,partial,partial,0.00059988134,0,0,0
profession,3,3644,athletes,France,Les Italiens | les Français,unseen | partial,partial,0.95095444,1,0,1
profession,3,3700,politicians and high-ranking officials,France,une majorité régionale de gauche,partial,partial,0.9851046,1,1,1
profession,3,3701,politicians and high-ranking officials,France,du PS,seen,seen,0.99761534,1,1,1
profession,3,3711,politicians and high-ranking officials,France,du FN,seen,seen,0.9711141,1,1,0
profession,3,3712,scientists and professors,France,des scientifiques suédois,partial,partial,0.9722129,1,0,1
profession,3,3723,security forces,France,des policiers de la BAC,partial,partial,0.99394435,1,1,1
profession,3,3730,politicians and high-ranking officials,France,PS,seen,seen,0.99763954,1,1,1
profession,3,3752,athletes,France,la formation val-de-marnaise | des hommes d'Olivier Joba,unseen | partial,partial,0.96961445,1,0,1
profession,3,3770,politicians and high-ranking officials,France,PS,seen,seen,0.9974879,1,1,1
profession,3,3790,politicians and high-ranking officials,France,la trentaine de préfets de gauche qui se trouvaient en poste en mars 1993 | la moitié,partial | unseen,partial,0.9973731,1,1,1
profession,3,3801,security forces,France,des autres acteurs de la sécurité,partial,partial,0.06997649,0,0,0
profession,3,3809,security forces,France,des policiers,seen,seen,0.9966624,1,1,1
profession,3,3841,farmers and fishermen,France,des principaux producteurs de riz,partial,partial,0.9548232,1,0,1
profession,3,3845,politicians and high-ranking officials,France,des Verts,seen,seen,0.97710776,1,0,1
profession,3,3884,politicians and high-ranking officials,France,la gauche,seen,seen,0.9976767,1,1,1
profession,3,3899,athletes,France,Les coureurs de Régionale 1 et 2 et Départementale 1,partial,partial,0.9960194,1,1,1
profession,3,3907,athletes,France,le milieu pro,unseen,unseen,0.0076043764,0,0,1
profession,3,3946,other professions,France,plus d'un boursier,unseen,unseen,3.5758436e-05,0,0,0
profession,3,3970,other professions,France,des détectives privés,partial,partial,0.026368668,0,0,1
profession,3,3974,authors and artists,France,"les énormes orchestres wagnériens, brucknériens et mahlériens",partial,partial,0.98859394,1,0,0
profession,3,4005,other professions,France,des diamantaires juifs,unseen,unseen,5.5473323e-05,0,0,1
profession,3,4078,politicians and high-ranking officials,France,la gauche,seen,seen,0.9974515,1,1,1
profession,3,4114,authors and artists,France,les groupes,partial,partial,0.0010117834,0,0,0
profession,3,4120,politicians and high-ranking officials,France,la gauche | du Front national | la droite,seen | seen | no_content,seen,0.9976005,1,1,1
profession,3,4122,authors and artists,France,des artistes,seen,seen,0.980288,1,1,1
profession,3,4124,politicians and high-ranking officials,France,le Front national,seen,seen,0.93420523,1,0,1
profession,3,4143,security forces,France,les policiers de la sûreté urbaine,partial,partial,0.9898985,1,1,1
profession,3,4158,politicians and high-ranking officials,France,Onze chefs d'Etat,seen,seen,0.99328977,1,0,1
profession,3,4178,politicians and high-ranking officials,France,du FN,seen,seen,0.9976496,1,1,1
profession,3,4191,politicians and high-ranking officials,France,dix-neuf secrétaires fédéraux du PS,partial,partial,0.99764484,1,1,1
profession,3,4197,politicians and high-ranking officials,France,les poids lourds de la campagne,partial,partial,0.0012018811,0,0,1
profession,3,4198,other professions,France,des cheminots,unseen,unseen,0.036553577,0,0,1
profession,3,4218,politicians and high-ranking officials,France,du Parti communiste local,partial,partial,0.99036366,1,1,1
profession,3,4219,politicians and high-ranking officials,France,du groupe socialiste de l'Assemblée nationale,partial,partial,0.997447,1,0,1
profession,3,4222,politicians and high-ranking officials,France,du Parti communiste,seen,seen,0.9967384,1,1,1
profession,3,4231,security forces,France,plusieurs milliers de policiers et de forces paramilitaires,partial,partial,0.9966408,1,1,1
profession,3,4247,authors and artists,France,les artistes,seen,seen,0.99578434,1,1,1
profession,3,4259,athletes,France,les concurrents de l'épreuve masculine,partial,partial,0.9441696,1,0,1
profession,3,4268,athletes,France,les joueurs de Didier Caignard,partial,partial,0.9963696,1,1,1
profession,3,4278,politicians and high-ranking officials,France,des élus socialistes de la municipalité,partial,partial,0.99688345,1,1,1
profession,3,4290,politicians and high-ranking officials,France,RPR,seen,seen,0.9970483,1,1,1
profession,3,4307,authors and artists,France,ces musiciens,seen,seen,0.9936739,1,1,1
profession,3,4311,security forces,France,Les policiers,seen,seen,0.99701154,1,1,1
profession,3,4312,politicians and high-ranking officials,France,des chefs d'Etat,seen,seen,0.00025220573,0,0,1
profession,3,4319,other professions,France,les mineurs de la Lorraine,seen,seen,0.03516427,0,0,1
profession,3,4325,other professions,France,Les chefs hôtesses | trois à vingt autres hôtesses,partial | seen,seen,0.8941179,1,0,1
profession,3,4329,other professions,France,aux directeurs des théâtres de la capitale,partial,partial,0.12348331,0,0,1
profession,3,4368,politicians and high-ranking officials,France,La gauche,seen,seen,0.9964179,1,1,1
profession,3,4380,security forces,France,Des renforts | les forces de l'ordre,unseen | seen,seen,0.9088407,1,1,1
profession,3,4405,politicians and high-ranking officials,France,des cadres du parti,partial,partial,0.9081284,1,1,1
profession,3,4411,politicians and high-ranking officials,France,les nationalistes,partial,partial,0.0039556194,0,0,1
profession,3,4418,politicians and high-ranking officials,France,la nouvelle majorité républicaine au Congrès,partial,partial,0.9970061,1,0,1
profession,3,4421,security forces,France,les membres du DPS,unseen,unseen,3.845618e-05,0,0,1
profession,3,4439,farmers and fishermen,France,les paysans,seen,seen,0.99532384,1,0,1
profession,3,4445,authors and artists,France,tous les musiciens juifs du National,partial,partial,0.99414366,1,1,1
profession,3,4487,athletes,France,les clubs de DN2,partial,partial,0.011315262,0,0,0
profession,3,4556,politicians and high-ranking officials,France,du PS,seen,seen,0.9972657,1,1,1
profession,3,4577,farmers and fishermen,France,400 riziculteurs | éleveurs,unseen | partial,partial,0.9757583,1,0,1
profession,3,4606,politicians and high-ranking officials,France,RPR | UDF-CDS,seen | partial,seen,0.99719256,1,1,0
profession,3,4621,politicians and high-ranking officials,France,la gauche française,seen,seen,0.99764484,1,1,1
profession,3,4655,authors and artists,France,des chanteuses françaises,unseen,unseen,0.9930051,1,0,1
profession,3,4819,doctors,France,médecins,seen,seen,0.92488635,1,1,1
profession,3,4819,legal professionals,France,avocats,seen,seen,0.9085973,1,0,1
profession,3,4819,politicians and high-ranking officials,France,Le Front national,seen,seen,0.9962257,1,1,1
profession,3,4836,athletes,France,aux mêmes joueurs,seen,seen,0.9961272,1,1,1
profession,3,4838,athletes,France,les Cergypontaines | des Alsaciennes,unseen | unseen,unseen,0.040861364,0,0,1
profession,3,4857,politicians and high-ranking officials,France,RPR,seen,seen,0.99753004,1,1,1
profession,3,4860,athletes,France,Les sportifs du plateau Jules-Ferry,partial,partial,0.9954092,1,1,1
profession,3,4872,legal professionals,France,des juges,seen,seen,0.9886072,1,0,1
profession,3,4879,politicians and high-ranking officials,France,du FN,seen,seen,0.99751794,1,1,1
profession,3,4888,authors and artists,France,Danseurs | acrobate,seen | seen,seen,0.9219761,1,0,1
profession,3,4911,authors and artists,France,"les orientalistes français, genre Flaubert, Gautier, Loti, Delacroix",partial,partial,0.010308116,0,0,1
profession,3,4916,politicians and high-ranking officials,France,La classe politique française,partial,partial,0.92264175,1,0,1
profession,3,4920,authors and artists,France,Les professionnels du spectacle,partial,partial,0.00047887277,0,0,1
profession,3,4930,politicians and high-ranking officials,France,Les élus des communes limitrophes des bois,partial,partial,0.9910267,1,1,1
profession,3,4947,security forces,France,Les enquêteurs,seen,seen,0.9660677,1,1,0
profession,3,4953,security forces,France,Les gendarmes,seen,seen,0.9962942,1,1,1
profession,3,4969,soldiers,France,les forces serbes de Krajina,partial,partial,0.02778475,0,0,1
profession,3,4981,authors and artists,France,les musiciens de la fanfare,partial,partial,0.9904214,1,1,1
profession,3,5004,athletes,France,des joueurs de Noël Tosi,partial,partial,0.996579,1,1,1
profession,3,5008,other professions,France,hôtesse,seen,seen,0.8502007,1,0,1
profession,3,5013,legal professionals,France,Les magistrats instructeurs,partial,partial,0.3802636,0,0,1
profession,3,5024,politicians and high-ranking officials,France,les forces d'extrême droite | la droite extrême | la droite du Parti républicain,partial | seen | seen,seen,0.9558224,1,1,1
profession,3,5036,politicians and high-ranking officials,France,l'élite,seen,seen,0.00047769744,0,0,0
profession,3,5053,politicians and high-ranking officials,France,RPR,seen,seen,0.99698216,1,1,1
profession,3,5062,politicians and high-ranking officials,France,les élus | les nationalistes,seen | partial,seen,0.9493062,1,1,1
profession,3,5063,farmers and fishermen,France,les paysans,seen,seen,0.99301636,1,0,1
profession,3,5081,other professions,France,les vendeuses,unseen,unseen,0.006406944,0,0,1
profession,3,5090,health and care professionals,France,du psy,seen,seen,0.0035755152,0,0,1
profession,3,5142,politicians and high-ranking officials,France,l'opposition municipale,partial,partial,0.9965978,1,1,1
profession,3,5176,athletes,France,les coureurs,seen,seen,0.9942688,1,1,1
profession,3,5200,athletes,France,les autres coureurs,seen,seen,0.99677074,1,1,1
profession,3,5209,politicians and high-ranking officials,France,"élite le ramassis de diplômés bilingues qui, se couvrant d'une fausse jeunesse, en vient à manifester tous les jours contre son peuple",partial,partial,0.015780874,0,0,0
profession,3,5212,security forces,France,Les enquêteurs de la répression des fraudes,partial,partial,0.9288833,1,1,0
profession,3,5243,security forces,France,les policiers du syndicat Alliance 93,partial,partial,0.9663272,1,1,1
profession,3,5272,authors and artists,France,"Tous les autres comédiens, dont Mallaury Nataf",partial,partial,0.0010873195,0,0,1
profession,3,5295,authors and artists,France,les plus artistes,seen,seen,0.9788038,1,1,1
profession,3,5306,politicians and high-ranking officials,France,Une demi-douzaine de préfets de gauche,partial,partial,0.9962824,1,1,1
profession,3,5362,politicians and high-ranking officials,France,FN,seen,seen,0.99759287,1,1,1
profession,3,5376,athletes,France,Les Racingmen,unseen,unseen,0.9894357,1,0,1
profession,3,5400,scientists and professors,France,Les sociologues,unseen,unseen,0.04025314,0,0,1
profession,3,5422,security forces,France,3 500 policiers et gendarmes,seen,seen,0.9962675,1,1,1
profession,3,5432,politicians and high-ranking officials,France,du Front national | aux partis de gouvernement de droite | de gauche,seen | partial | seen,seen,0.9974679,1,1,1
profession,3,5435,athletes,France,Les joueurs,seen,seen,0.9963838,1,1,0
profession,3,5475,politicians and high-ranking officials,France,du PS,seen,seen,0.99463224,1,1,1
profession,3,5532,politicians and high-ranking officials,France,les préfets,seen,seen,0.99754745,1,0,0
profession,3,5538,farmers and fishermen,France,les viticulteurs des côtes du Tarn | les paysans,partial | seen,seen,0.99388593,1,0,1
profession,3,5551,scientists and professors,France,de nombreux économistes,seen,seen,0.9749715,1,1,0
profession,3,5569,politicians and high-ranking officials,France,des ministres,seen,seen,0.9974509,1,0,1
profession,3,5590,athletes,Germany,Acht der zehn bestbezahlten Fußballer der Welt,partial,partial,0.99661297,1,0,1
profession,3,5602,security forces,Germany,die Ermittler,seen,seen,0.99482346,1,1,1
profession,3,5627,politicians and high-ranking officials,Germany,der SPD | der ganzen Führungsgruppe,seen | partial,seen,0.99744886,1,1,1
profession,3,5629,athletes,Germany,ein starker Kader | seine Spieler,partial | seen,seen,0.9971814,1,1,1
profession,3,5636,athletes,Germany,"Die erfahrenen Stammkräfte wie Daniel Heuer Fernandes (29), Sebastian Schonlau (28), Moritz Heyer (27), Jonas Meffert (28) oder Robert Glatzel (28) | die Fans | die Profis",partial | unseen | seen,seen,0.9202918,1,1,1
profession,3,5678,other professions,Germany,die Sachverständigen,seen,seen,0.94001496,1,0,1
profession,3,5690,politicians and high-ranking officials,Germany,demokratische Kandidaten für den US-Senat,partial,partial,0.991983,1,0,1
profession,3,5706,politicians and high-ranking officials,Germany,SPD | SPD,seen | seen,seen,0.9975231,1,1,1
profession,3,5706,other professions,Germany,die Macher,partial,partial,0.003533743,0,0,0
profession,3,5734,security forces,Germany,die Ermittler,seen,seen,0.98521984,1,1,1
profession,3,5794,legal professionals,Germany,die Notenbanker,unseen,unseen,5.8803693e-05,0,0,0
profession,3,5799,other professions,Germany,Lebensmittelkontrolleure,partial,partial,0.9316683,1,0,1
profession,3,5840,politicians and high-ranking officials,Germany,Unions,seen,seen,0.99766266,1,0,1
profession,3,5856,athletes,Germany,die Deutschen,seen,seen,0.9176887,1,0,1
profession,3,5886,security forces,Germany,Schweizer Ermittler,partial,partial,0.9832117,1,1,0
profession,3,5886,other professions,Germany,deutsche Fußball-Funktionäre,partial,partial,0.0016329895,0,0,1
profession,3,5890,athletes,Germany,den Hamburgern,seen,seen,0.91442466,1,0,0
profession,3,5898,security forces,Germany,vom einzelnen Ermittler,partial,partial,0.9940455,1,1,0
profession,3,5959,teachers and educators,Germany,Lehrer,seen,seen,0.9928844,1,0,1
profession,3,5979,politicians and high-ranking officials,Germany,dessen Repräsentanten,unseen,unseen,0.044922575,0,0,0
profession,3,5989,teachers and educators,Germany,die Kollegen,unseen,unseen,0.00015220797,0,0,1
profession,3,5999,scientists and professors,Germany,Wissenschaftlern,seen,seen,0.99510854,1,0,1
profession,3,6027,farmers and fishermen,Germany,die  Fischer,seen,seen,0.98900014,1,0,1
profession,3,6033,other professions,Germany,Honorarkräfte wie Schulpsychologen oder Dolmetscher,unseen,unseen,0.011308699,0,0,1
profession,3,6035,athletes,Germany,Der Großteil beider Teams | andere Spielerinnen,partial | partial,partial,0.99549353,1,1,1
profession,3,6037,teachers and educators,Germany,Lehrer,seen,seen,0.9959162,1,0,1
profession,3,6123,athletes,Germany,die Baller-Truppe von Trainer Lukas Kwasniok,partial,partial,0.62410253,1,1,0
profession,3,6168,politicians and high-ranking officials,Germany,Die Kabinettsmitglieder,seen,seen,0.9376525,1,0,1
profession,3,6272,other professions,Germany,Die Piloten,seen,seen,0.95264196,1,1,1
profession,3,6273,politicians and high-ranking officials,Germany,Die CDU,seen,seen,0.99710006,1,1,1
profession,3,6284,authors and artists,Germany,den Männern,partial,partial,0.00019238445,0,0,0
profession,3,6294,soldiers,Germany,die meisten noch verbliebenen deutschen Soldaten,partial,partial,0.9931694,1,1,1
profession,3,6295,other professions,Germany,die Analysten der LBBW,partial,partial,0.93351334,1,0,1
profession,3,6334,politicians and high-ranking officials,Germany,die Politiker,seen,seen,0.99194217,1,1,1
profession,3,6336,athletes,Germany,Profis mit Star-Gehabe,partial,partial,0.99515885,1,0,1
profession,3,6350,doctors,Germany,viele Ärzte,seen,seen,0.99627846,1,1,1
profession,3,6361,politicians and high-ranking officials,Germany,die Christdemokraten | den Rechtspopulisten,seen | partial,seen,0.9976109,1,0,1
profession,3,6363,politicians and high-ranking officials,Germany,die Abgeordneten des Bundestages,partial,partial,0.99740785,1,0,1
profession,3,6424,athletes,Germany,andere Spieler,seen,seen,0.99491584,1,1,1
profession,3,6434,athletes,Germany,Klippenspringer,seen,seen,0.77132237,1,0,1
profession,3,6434,authors and artists,Germany,Artisten.,seen,seen,0.9788087,1,1,1
profession,3,6435,athletes,Germany,die Münchner,seen,seen,0.98189974,1,0,1
profession,3,6445,politicians and high-ranking officials,Germany,CDU,seen,seen,0.9975337,1,1,1
profession,3,6451,teachers and educators,Germany,Lehrer,seen,seen,0.9937902,1,1,1
profession,3,6456,scientists and professors,Germany,Forscher,seen,seen,0.99650854,1,1,1
profession,3,6460,politicians and high-ranking officials,Germany,die Akteure,unseen,unseen,0.0016859133,0,0,0
profession,3,6463,politicians and high-ranking officials,Germany,den Parteien,seen,seen,0.9973181,1,0,1
profession,3,6506,security forces,Germany,der Beamten,seen,seen,0.9562688,1,1,1
profession,3,6537,athletes,Germany,"Weltbesten Sprinterinnen und Sprinter, di | Diskuswerferinnen und | Zehnkämpfer wieder | Topstars, ge",partial | unseen | unseen | unseen,partial,0.947162,1,0,1
profession,3,6595,politicians and high-ranking officials,Germany,Grünen,seen,seen,0.9974481,1,1,1
profession,3,6609,politicians and high-ranking officials,Germany,SPD,seen,seen,0.9972127,1,1,1
profession,3,6627,politicians and high-ranking officials,Germany,Politiker,seen,seen,0.9950418,1,1,1
profession,3,6695,authors and artists,Germany,der Musik-Szene,partial,partial,0.04570836,0,0,1
profession,3,6716,legal professionals,Germany,der Verteidigung,unseen,unseen,3.152806e-05,0,0,1
profession,3,6723,politicians and high-ranking officials,Germany,sowjetische Diplomaten,partial,partial,0.9974686,1,0,1
profession,3,6736,authors and artists,Germany,die Produzenten,seen,seen,0.9537112,1,0,1
profession,3,6740,politicians and high-ranking officials,Germany,Hessens SPD,partial,partial,0.9971559,1,1,1
profession,3,6751,politicians and high-ranking officials,Germany,Grünen,seen,seen,0.99756914,1,1,1
profession,3,6755,politicians and high-ranking officials,Germany,der niedersächsischen AfD,partial,partial,0.98342264,1,1,0
profession,3,6757,politicians and high-ranking officials,Germany,Kommunalpolitikern,seen,seen,0.99550384,1,0,1
profession,3,6757,other professions,Germany,Fachleuten,seen,seen,0.937953,1,0,0
profession,3,6763,athletes,Germany,keinem einzigen Gegenspieler | weitere ehemalige Spieler,partial | partial,partial,0.99418193,1,1,1
profession,3,6768,politicians and high-ranking officials,Germany,die Sachsen-CDU,seen,seen,0.9969163,1,1,1
profession,3,6785,other professions,Germany,Fachleute,seen,seen,0.96008134,1,1,0
profession,3,6860,doctors,Germany,Ärzte,seen,seen,0.97673154,1,1,1
profession,3,6860,security forces,Germany,Polizeibeamte,seen,seen,0.9703772,1,0,1
profession,3,6866,security forces,Germany,die Beamten,seen,seen,0.5799692,1,1,1
profession,3,6889,athletes,Germany,meine Sportler | einige Spitzenathleten,seen | partial,seen,0.99431336,1,1,1
profession,3,6905,soldiers,Germany,der  europäischen Soldaten,seen,seen,0.9962774,1,1,1
profession,3,6907,politicians and high-ranking officials,Germany,den Parteien | die CDU | der Partei,seen | seen | seen,seen,0.9975343,1,1,1
profession,3,6930,politicians and high-ranking officials,Germany,SPD | SPD,seen | seen,seen,0.99757725,1,1,1
profession,3,6950,legal professionals,Germany,seine Anwälte,seen,seen,0.996219,1,1,1
profession,3,6959,authors and artists,Germany,amerikanischen Produzenten,partial,partial,0.9868116,1,0,0
profession,3,6960,politicians and high-ranking officials,Germany,CDU | CSU,seen | seen,seen,0.9957535,1,1,1
profession,3,6964,politicians and high-ranking officials,Germany,die Väter des Grundgesetzes,partial,partial,0.99748355,1,1,1
profession,3,6984,politicians and high-ranking officials,Germany,SPD | SPD | SPD,seen | seen | seen,seen,0.997531,1,1,1
profession,3,7015,athletes,Germany,"die besten Läufer, Werfer und Springer",partial,partial,0.9930248,1,0,1
profession,3,7049,politicians and high-ranking officials,Germany,der Partei,seen,seen,0.9976393,1,1,1
profession,3,7054,politicians and high-ranking officials,Germany,der Union | FDP,seen | seen,seen,0.99720985,1,1,1
profession,3,7076,other professions,Germany,einheimische Verkäufer,partial,partial,0.0058358843,0,0,0
profession,3,7077,politicians and high-ranking officials,Germany,des politischen Verbündeten,partial,partial,0.9437174,1,0,0
profession,3,7099,soldiers,Germany,die Soldaten,seen,seen,0.9953542,1,1,1
profession,3,7103,athletes,Germany,die Kollegen,seen,seen,0.9932996,1,0,1
profession,3,7104,politicians and high-ranking officials,Germany,CDU | CDU | der SPD,seen | seen | seen,seen,0.9973369,1,1,0
profession,3,7129,politicians and high-ranking officials,Germany,die AfD,seen,seen,0.99734277,1,1,1
profession,3,7133,scientists and professors,Germany,Die Meteorologen,seen,seen,0.9953041,1,0,0
profession,3,7191,politicians and high-ranking officials,Germany,den schlauen Spritpreisbremsenausbremsern,partial,partial,0.55210024,1,0,1
profession,3,7196,security forces,Germany,die Kriminalbeamten,partial,partial,0.9945582,1,0,1
profession,3,7209,politicians and high-ranking officials,Germany,die Grünen,seen,seen,0.9974868,1,1,1
profession,3,7222,security forces,Germany,angehenden Polizisten,partial,partial,0.9953615,1,1,1
profession,3,7223,politicians and high-ranking officials,Germany,die Linke,seen,seen,0.9976451,1,0,1
profession,3,7225,other professions,Germany,Sicherheitskräfte,unseen,unseen,0.001258688,0,0,0
profession,3,7246,politicians and high-ranking officials,Germany,die Grünen,seen,seen,0.9974051,1,1,1
profession,3,7292,politicians and high-ranking officials,Germany,Grünen,seen,seen,0.99762434,1,1,1
profession,3,7308,politicians and high-ranking officials,Germany,die Lokalpolitiker,partial,partial,0.9957419,1,0,1
profession,3,7328,politicians and high-ranking officials,Germany,Parteien,seen,seen,0.9965945,1,0,0
profession,3,7333,authors and artists,Germany,die Sänger | Dirigenten | Regisseure,seen | unseen | partial,seen,0.98569196,1,1,1
profession,3,7333,teachers and educators,Germany,Lehrer,seen,seen,0.9343692,1,1,1
profession,3,7353,athletes,Germany,die Spieler | die Trainer,seen | seen,seen,0.946922,1,1,1
profession,3,7371,doctors,Germany,Ärzte,seen,seen,0.99643695,1,1,1
profession,3,7378,politicians and high-ranking officials,Germany,SPD,seen,seen,0.9972893,1,1,1
profession,3,7449,athletes,Germany,Gut hundert Medaillengewinner der Olympischen Spiele von Peking 2008 und London 2012,partial,partial,0.21109456,0,1,1
profession,3,7463,politicians and high-ranking officials,Germany,Die Ministerinnen und Minister,partial,partial,0.9961282,1,0,1
profession,3,7497,politicians and high-ranking officials,Germany,SPD,seen,seen,0.99732345,1,1,0
profession,3,7502,other professions,Germany,externe Kooperationspartner aus der Fintech-Branche,partial,partial,0.0002699636,0,0,0
